ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,5,"64,562",10,"169,357",10,0,0,0,0,117,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,"520,491",120,"1,350,691",120,0,0,0,0,722,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,6,"60,130",10,"159,446",10,0,0,0,0,91,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,"520,491",120,"1,350,691",120,0,0,0,0,722,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,7,"52,116",10,"132,127",10,0,0,0,0,44,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,"520,491",120,"1,350,691",120,0,0,0,0,722,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,8,"39,237",10,"98,198",10,0,0,0,0,43,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,"520,491",120,"1,350,691",120,0,0,0,0,722,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,9,"39,266",10,"101,710",10,0,0,0,0,55,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,"520,491",120,"1,350,691",120,0,0,0,0,722,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,10,"54,419",10,"141,166",10,0,0,0,0,58,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,"520,491",120,"1,350,691",120,0,0,0,0,722,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,11,"32,053",10,"82,062",10,0,0,0,0,41,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,"520,491",120,"1,350,691",120,0,0,0,0,722,0,0
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,12,"30,874",10,"81,610",10,0,0,0,0,19,0,0,Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2023,"520,491",120,"1,350,691",120,0,0,0,0,722,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,1,"11,164",0,"62,449",0,0,"1,023",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,"341,220",0,"1,925,335",0,0,"32,221",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,2,"21,898",0,"121,250",0,0,"1,955",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,"341,220",0,"1,925,335",0,0,"32,221",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,3,"26,109",0,"154,084",0,0,"2,774",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,"341,220",0,"1,925,335",0,0,"32,221",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,4,"56,339",0,"285,652",0,0,"3,879",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,"341,220",0,"1,925,335",0,0,"32,221",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,5,"43,708",0,"239,529",0,0,"3,811",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,"341,220",0,"1,925,335",0,0,"32,221",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,6,"26,468",0,"175,032",0,0,"3,631",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,"341,220",0,"1,925,335",0,0,"32,221",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,7,"38,823",0,"199,912",0,0,"2,837",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,"341,220",0,"1,925,335",0,0,"32,221",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,8,"22,034",0,"123,217",0,0,"2,056",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,"341,220",0,"1,925,335",0,0,"32,221",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,9,"21,513",0,"136,269",0,0,"2,707",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,"341,220",0,"1,925,335",0,0,"32,221",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,10,"23,037",0,"145,672",0,0,"2,886",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,"341,220",0,"1,925,335",0,0,"32,221",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,11,"23,851",0,"143,532",0,0,"2,636",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,"341,220",0,"1,925,335",0,0,"32,221",0,0,0,0,0
Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,12,"26,276",0,"138,737",0,0,"2,026",0,0,0,0,0,Pinnacles NP,PINN,National Park,Pacific West ,CA,2023,"341,220",0,"1,925,335",0,0,"32,221",0,0,0,0,0
Redwood NP,REDW,National Park,Pacific West ,CA,2023,1,"15,304",902,"56,381",902,0,0,95,0,131,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2023,"409,105","10,824","1,773,959","2,724",0,0,"6,554",0,"13,094",0,"2,817"
Redwood NP,REDW,National Park,Pacific West ,CA,2023,2,"19,542",902,"76,073",902,0,0,246,0,357,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2023,"409,105","10,824","1,773,959","2,724",0,0,"6,554",0,"13,094",0,"2,817"
Redwood NP,REDW,National Park,Pacific West ,CA,2023,3,"22,212",902,"91,674",902,0,0,426,0,444,0,204,Redwood NP,REDW,National Park,Pacific West ,CA,2023,"409,105","10,824","1,773,959","2,724",0,0,"6,554",0,"13,094",0,"2,817"
Redwood NP,REDW,National Park,Pacific West ,CA,2023,4,"32,444",902,"132,754",902,0,0,561,0,561,0,332,Redwood NP,REDW,National Park,Pacific West ,CA,2023,"409,105","10,824","1,773,959","2,724",0,0,"6,554",0,"13,094",0,"2,817"
Redwood NP,REDW,National Park,Pacific West ,CA,2023,5,"49,794",902,"208,035",902,0,0,888,0,"1,155",0,415,Redwood NP,REDW,National Park,Pacific West ,CA,2023,"409,105","10,824","1,773,959","2,724",0,0,"6,554",0,"13,094",0,"2,817"
Redwood NP,REDW,National Park,Pacific West ,CA,2023,6,"55,601",902,"246,527",902,0,0,"1,068",0,"2,274",0,141,Redwood NP,REDW,National Park,Pacific West ,CA,2023,"409,105","10,824","1,773,959","2,724",0,0,"6,554",0,"13,094",0,"2,817"
Redwood NP,REDW,National Park,Pacific West ,CA,2023,7,"48,652",902,"253,724",902,0,0,"1,287",0,"3,378",0,503,Redwood NP,REDW,National Park,Pacific West ,CA,2023,"409,105","10,824","1,773,959","2,724",0,0,"6,554",0,"13,094",0,"2,817"
Redwood NP,REDW,National Park,Pacific West ,CA,2023,8,"45,993",902,"227,776",902,0,0,834,0,"2,337",0,770,Redwood NP,REDW,National Park,Pacific West ,CA,2023,"409,105","10,824","1,773,959","2,724",0,0,"6,554",0,"13,094",0,"2,817"
Redwood NP,REDW,National Park,Pacific West ,CA,2023,9,"46,687",902,"190,883",902,0,0,444,0,"1,206",0,72,Redwood NP,REDW,National Park,Pacific West ,CA,2023,"409,105","10,824","1,773,959","2,724",0,0,"6,554",0,"13,094",0,"2,817"
Redwood NP,REDW,National Park,Pacific West ,CA,2023,10,"40,581",902,"162,545",902,0,0,267,0,621,0,333,Redwood NP,REDW,National Park,Pacific West ,CA,2023,"409,105","10,824","1,773,959","2,724",0,0,"6,554",0,"13,094",0,"2,817"
Redwood NP,REDW,National Park,Pacific West ,CA,2023,11,"19,835",902,"81,334",902,0,0,315,0,507,0,47,Redwood NP,REDW,National Park,Pacific West ,CA,2023,"409,105","10,824","1,773,959","2,724",0,0,"6,554",0,"13,094",0,"2,817"
Redwood NP,REDW,National Park,Pacific West ,CA,2023,12,"12,460",902,"46,253",902,0,0,123,0,123,0,0,Redwood NP,REDW,National Park,Pacific West ,CA,2023,"409,105","10,824","1,773,959","2,724",0,0,"6,554",0,"13,094",0,"2,817"
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,1,"117,076",90,"708,151",90,0,0,120,186,50,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,"4,115,837","8,750","26,835,519","26,250",0,0,"70,761","28,329","34,314",0,377
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,2,"116,551",50,"705,322",50,0,0,126,204,46,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,"4,115,837","8,750","26,835,519","26,250",0,0,"70,761","28,329","34,314",0,377
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,3,"155,616",80,"941,920",80,0,0,243,204,67,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,"4,115,837","8,750","26,835,519","26,250",0,0,"70,761","28,329","34,314",0,377
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,4,"164,809",70,"1,004,150",70,0,0,495,411,50,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,"4,115,837","8,750","26,835,519","26,250",0,0,"70,761","28,329","34,314",0,377
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,5,"334,763",490,"2,144,256",490,0,0,"4,335","3,111","1,011",0,23,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,"4,115,837","8,750","26,835,519","26,250",0,0,"70,761","28,329","34,314",0,377
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,6,"576,304","1,400","3,934,223","1,400",0,0,"16,356","7,179","6,154",0,86,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,"4,115,837","8,750","26,835,519","26,250",0,0,"70,761","28,329","34,314",0,377
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,7,"734,323","2,050","5,007,316","2,050",0,0,"18,987","6,915","11,560",0,124,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,"4,115,837","8,750","26,835,519","26,250",0,0,"70,761","28,329","34,314",0,377
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,8,"656,651","2,300","4,477,973","2,300",0,0,"18,447","6,342","8,734",0,106,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,"4,115,837","8,750","26,835,519","26,250",0,0,"70,761","28,329","34,314",0,377
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,9,"595,167","1,500","3,890,313","1,500",0,0,"10,713","3,777","5,429",0,38,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,"4,115,837","8,750","26,835,519","26,250",0,0,"70,761","28,329","34,314",0,377
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,10,"393,340",560,"2,380,473",560,0,0,156,0,"1,121",0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,"4,115,837","8,750","26,835,519","26,250",0,0,"70,761","28,329","34,314",0,377
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,11,"148,217",100,"898,712",100,0,0,528,0,60,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,"4,115,837","8,750","26,835,519","26,250",0,0,"70,761","28,329","34,314",0,377
Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,12,"123,020",60,"742,710",60,0,0,255,0,32,0,0,Rocky Mountain NP,ROMO,National Park,Intermountain ,CO,2023,"4,115,837","8,750","26,835,519","26,250",0,0,"70,761","28,329","34,314",0,377
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,1,"106,440","363,221","192,849","363,221",0,0,0,0,239,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,"1,010,906","4,395,013","1,887,764","1,098,754",0,0,0,0,"3,515",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,2,"123,427","351,075","220,457","351,075",0,0,0,0,303,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,"1,010,906","4,395,013","1,887,764","1,098,754",0,0,0,0,"3,515",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,3,"158,336","402,894","299,135","402,894",0,0,0,0,"1,130",0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,"1,010,906","4,395,013","1,887,764","1,098,754",0,0,0,0,"3,515",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,4,"115,171","372,556","217,019","372,556",0,0,0,0,712,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,"1,010,906","4,395,013","1,887,764","1,098,754",0,0,0,0,"3,515",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,5,"77,488","371,130","144,068","371,130",0,0,0,0,217,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,"1,010,906","4,395,013","1,887,764","1,098,754",0,0,0,0,"3,515",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,6,"59,115","347,512","123,959","347,512",0,0,0,0,33,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,"1,010,906","4,395,013","1,887,764","1,098,754",0,0,0,0,"3,515",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,7,"35,596","345,667","60,549","345,667",0,0,0,0,26,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,"1,010,906","4,395,013","1,887,764","1,098,754",0,0,0,0,"3,515",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,8,"35,403","372,351","62,187","372,351",0,0,0,0,33,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,"1,010,906","4,395,013","1,887,764","1,098,754",0,0,0,0,"3,515",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,9,"39,832","352,110","69,234","352,110",0,0,0,0,99,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,"1,010,906","4,395,013","1,887,764","1,098,754",0,0,0,0,"3,515",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,10,"64,245","369,358","123,649","369,358",0,0,0,0,218,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,"1,010,906","4,395,013","1,887,764","1,098,754",0,0,0,0,"3,515",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,11,"82,266","365,430","161,314","365,430",0,0,0,0,305,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,"1,010,906","4,395,013","1,887,764","1,098,754",0,0,0,0,"3,515",0,0
Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,12,"113,587","381,709","213,344","381,709",0,0,0,0,200,0,0,Saguaro NP,SAGU,National Park,Intermountain ,AZ,2023,"1,010,906","4,395,013","1,887,764","1,098,754",0,0,0,0,"3,515",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,1,"26,006","1,218","124,828","1,218",207,0,118,102,6,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,"980,567","13,777","32,218,053","55,108","46,333",0,"56,575","43,526","7,849",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,2,"31,190","1,771","149,711","1,771",0,0,324,261,27,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,"980,567","13,777","32,218,053","55,108","46,333",0,"56,575","43,526","7,849",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,3,"5,214","1,900","25,026","1,900",0,0,0,0,0,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,"980,567","13,777","32,218,053","55,108","46,333",0,"56,575","43,526","7,849",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,4,"29,029",795,"1,056,659",795,0,0,200,197,0,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,"980,567","13,777","32,218,053","55,108","46,333",0,"56,575","43,526","7,849",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,5,"73,576",842,"2,678,168",842,0,0,"1,040",633,160,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,"980,567","13,777","32,218,053","55,108","46,333",0,"56,575","43,526","7,849",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,6,"87,230",998,"3,218,786",998,"6,717",0,"8,303","3,686","1,173",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,"980,567","13,777","32,218,053","55,108","46,333",0,"56,575","43,526","7,849",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,7,"186,932","1,136","6,897,783","1,136","8,142",0,"16,552","5,120","2,436",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,"980,567","13,777","32,218,053","55,108","46,333",0,"56,575","43,526","7,849",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,8,"171,867","1,022","6,255,967","1,022","7,899",0,"11,604","12,545",461,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,"980,567","13,777","32,218,053","55,108","46,333",0,"56,575","43,526","7,849",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,9,"142,544",805,"5,188,618",805,"7,368",0,"10,993","12,599","2,759",0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,"980,567","13,777","32,218,053","55,108","46,333",0,"56,575","43,526","7,849",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,10,"106,350",704,"3,871,156",704,"5,743",0,"3,835","6,039",585,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,"980,567","13,777","32,218,053","55,108","46,333",0,"56,575","43,526","7,849",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,11,"68,745",988,"2,502,306",988,"5,475",0,"2,442","1,679",218,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,"980,567","13,777","32,218,053","55,108","46,333",0,"56,575","43,526","7,849",0,0
Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,12,"51,884","1,598","249,045","1,598","4,782",0,"1,164",665,24,0,0,Sequoia NP,SEQU,National Park,Pacific West ,CA,2023,"980,567","13,777","32,218,053","55,108","46,333",0,"56,575","43,526","7,849",0,0
Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,1,"33,275",56,"76,946",56,167,0,0,0,285,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,"1,576,008","10,962","10,914,844","2,742","46,804",0,"122,031","67,815","67,738",0,433
Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,2,"38,840",56,"88,537",56,209,0,0,0,263,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,"1,576,008","10,962","10,914,844","2,742","46,804",0,"122,031","67,815","67,738",0,433
Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,3,"53,571",98,"218,361",98,168,0,555,474,"2,474",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,"1,576,008","10,962","10,914,844","2,742","46,804",0,"122,031","67,815","67,738",0,433
Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,4,"130,282","1,260","828,485","1,260","3,844",0,"5,703","4,455","7,858",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,"1,576,008","10,962","10,914,844","2,742","46,804",0,"122,031","67,815","67,738",0,433
Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,5,"166,908","1,414","1,510,621","1,414","5,738",0,"17,754","10,590","13,436",0,19,Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,"1,576,008","10,962","10,914,844","2,742","46,804",0,"122,031","67,815","67,738",0,433
Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,6,"160,576","1,260","1,533,338","1,260","7,298",0,"19,734","9,669","12,467",0,45,Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,"1,576,008","10,962","10,914,844","2,742","46,804",0,"122,031","67,815","67,738",0,433
Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,7,"193,381","1,414","1,501,340","1,414","5,549",0,"21,747","8,523","8,344",0,93,Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,"1,576,008","10,962","10,914,844","2,742","46,804",0,"122,031","67,815","67,738",0,433
Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,8,"166,471","1,414","1,269,570","1,414","5,503",0,"18,732","7,650","5,126",0,93,Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,"1,576,008","10,962","10,914,844","2,742","46,804",0,"122,031","67,815","67,738",0,433
Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,9,"146,808","1,260","1,309,582","1,260","7,279",0,"16,659","9,501","7,452",0,90,Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,"1,576,008","10,962","10,914,844","2,742","46,804",0,"122,031","67,815","67,738",0,433
Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,10,"308,222","1,414","1,874,808","1,414","7,088",0,"18,447","14,931","7,452",0,93,Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,"1,576,008","10,962","10,914,844","2,742","46,804",0,"122,031","67,815","67,738",0,433
Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,11,"138,453","1,260","585,562","1,260","3,680",0,"2,700","2,022","2,008",0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,"1,576,008","10,962","10,914,844","2,742","46,804",0,"122,031","67,815","67,738",0,433
Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,12,"39,221",56,"117,694",56,281,0,0,0,573,0,0,Shenandoah NP,SHEN,National Park,Northeast ,VA,2023,"1,576,008","10,962","10,914,844","2,742","46,804",0,"122,031","67,815","67,738",0,433
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,1,"3,295",472,"15,061",472,0,0,8,3,0,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,"746,862","6,578","2,662,270","2,172",0,0,"11,703","21,459",718,0,"3,115"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,2,"1,890",472,"9,324",472,0,0,24,11,3,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,"746,862","6,578","2,662,270","2,172",0,0,"11,703","21,459",718,0,"3,115"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,3,"5,727",472,"26,849",472,0,0,8,35,7,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,"746,862","6,578","2,662,270","2,172",0,0,"11,703","21,459",718,0,"3,115"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,4,"11,162",622,"50,207",622,0,0,148,265,12,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,"746,862","6,578","2,662,270","2,172",0,0,"11,703","21,459",718,0,"3,115"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,5,"75,073",623,"278,175",623,0,0,"1,301","3,407",146,0,197,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,"746,862","6,578","2,662,270","2,172",0,0,"11,703","21,459",718,0,"3,115"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,6,"139,189",623,"504,331",623,0,0,"3,062","4,096",110,0,597,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,"746,862","6,578","2,662,270","2,172",0,0,"11,703","21,459",718,0,"3,115"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,7,"166,853",622,"555,119",622,0,0,"2,438","3,729",157,0,685,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,"746,862","6,578","2,662,270","2,172",0,0,"11,703","21,459",718,0,"3,115"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,8,"148,446",621,"525,483",621,0,0,"2,581","3,980",116,0,920,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,"746,862","6,578","2,662,270","2,172",0,0,"11,703","21,459",718,0,"3,115"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,9,"117,092",624,"468,838",624,0,0,"1,931","4,952",105,0,571,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,"746,862","6,578","2,662,270","2,172",0,0,"11,703","21,459",718,0,"3,115"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,10,"58,701",483,"136,899",483,0,0,167,805,62,0,145,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,"746,862","6,578","2,662,270","2,172",0,0,"11,703","21,459",718,0,"3,115"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,11,"17,412",472,"81,316",472,0,0,16,122,0,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,"746,862","6,578","2,662,270","2,172",0,0,"11,703","21,459",718,0,"3,115"
Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,12,"2,022",472,"10,668",472,0,0,19,54,0,0,0,Theodore Roosevelt NP,THRO,National Park,Midwest ,ND,2023,"746,862","6,578","2,662,270","2,172",0,0,"11,703","21,459",718,0,"3,115"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,1,"27,599","18,309","169,735","18,309","2,015","2,389",0,0,0,355,"3,195",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,"343,685","231,252","2,113,667","70,278","10,859","11,795",0,0,0,"2,167","19,511"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,2,"29,156","18,482","179,311","18,482",970,"1,256",0,0,0,314,"2,829",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,"343,685","231,252","2,113,667","70,278","10,859","11,795",0,0,0,"2,167","19,511"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,3,"38,426","18,075","236,317","18,075","2,317","2,875",0,0,0,430,"3,870",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,"343,685","231,252","2,113,667","70,278","10,859","11,795",0,0,0,"2,167","19,511"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,4,"38,037","18,974","233,929","18,974","1,594","1,546",0,0,0,328,"2,956",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,"343,685","231,252","2,113,667","70,278","10,859","11,795",0,0,0,"2,167","19,511"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,5,"34,372","19,097","211,391","19,097",962,902,0,0,0,232,"2,087",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,"343,685","231,252","2,113,667","70,278","10,859","11,795",0,0,0,"2,167","19,511"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,6,"30,465","18,778","187,360","18,778",271,274,0,0,0,123,"1,111",Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,"343,685","231,252","2,113,667","70,278","10,859","11,795",0,0,0,"2,167","19,511"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,7,"25,880","19,753","159,161","19,753",743,666,0,0,0,68,613,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,"343,685","231,252","2,113,667","70,278","10,859","11,795",0,0,0,"2,167","19,511"
Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,8,"24,698","18,973","151,891","18,973",143,259,0,0,0,44,394,Virgin Islands NP,VIIS,National Park,Southeast ,VI,2023,"343,685","231,252","2,113,667","70,278","10,859","11,795",0,0,0,"2,167","19,511"
